Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review,TextBlob_Polarity,TextBlob_Subjectivity,NLTK_Negative,NLTK_Neutral,NLTK_Positive,NLTK_Compound,Sentiment_Class
Bhutan,Pasta,85,"['Wheat', 'Barley']",2,Poor,105,8925,2024-06-19,2024-07-19,2024-09-17,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Maggi,12,['Wheat'],4,Good,30,360,2021-11-08,2021-11-20,2022-02-06,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Toffee,46,['Sugar'],4,Good,10,460,2023-12-08,2024-01-11,2024-03-07,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Maggi,18,['Wheat'],1,Very Poor,25,450,2023-06-08,2023-07-06,2023-09-06,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Ketchup,70,['Tomato'],2,Poor,50,3500,2024-02-16,2024-03-29,2024-05-16,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Maggi,39,['Wheat'],5,Excellent,35,1365,2020-03-15,2020-04-28,2020-06-13,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Pie,35,['Sugar'],3,Average,55,1925,2020-02-11,2020-03-07,2020-05-11,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Pasta,88,"['Wheat', 'Barley']",3,Average,75,6600,2024-12-14,2025-02-06,2025-03-14,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Khari,95,['Cumin'],4,Good,45,4275,2022-07-21,2022-08-13,2022-10-19,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Pie,81,['Sugar'],0,No Feedback,25,2025,2025-07-28,2025-08-23,2025-10-26,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Maggi,32,['Wheat'],5,Excellent,15,480,2020-04-02,2020-06-24,2020-07-01,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Pasta,78,"['Wheat', 'Barley']",1,Very Poor,105,8190,2021-09-14,2021-10-12,2021-12-13,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Nachos,10,['Maize'],1,Very Poor,45,450,2025-06-08,2025-07-27,2025-09-06,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Maggi,33,['Wheat'],3,Average,15,495,2021-08-22,2021-11-07,2021-11-20,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Nepal,Biscuit,33,"['Wheat', 'Sugar', 'Barley']",2,Poor,24,792,2020-03-01,2020-03-30,2020-05-30,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Pie,55,['Sugar'],1,Very Poor,25,1375,2025-01-14,2025-03-17,2025-04-14,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Pie,21,['Sugar'],3,Average,35,735,2021-06-10,2021-08-14,2021-09-08,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Banana Chips,34,['Banana'],5,Excellent,30,1020,2022-10-04,2022-11-25,2023-01-02,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bhutan,Toffee,40,['Sugar'],0,No Feedback,15,600,2023-10-30,2023-11-11,2024-01-28,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Banana Chips,29,['Banana'],2,Poor,45,1305,2023-05-14,2023-06-20,2023-08-12,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Nachos,75,['Maize'],4,Good,35,2625,2021-05-08,2021-07-21,2021-08-06,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Nepal,Pasta,57,"['Wheat', 'Barley']",1,Very Poor,100,5700,2022-11-06,2023-01-10,2023-02-04,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Pasta,16,"['Wheat', 'Barley']",2,Poor,105,1680,2021-11-22,2021-12-11,2022-02-20,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Toffee,90,['Sugar'],0,No Feedback,20,1800,2023-12-13,2024-02-14,2024-03-12,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Banana Chips,20,['Banana'],4,Good,45,900,2022-03-11,2022-05-21,2022-06-09,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bangladesh,Cookie,87,"['Barley', 'Sugar']",5,Excellent,80,6960,2021-08-29,2021-11-09,2021-11-27,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Pakistan,Pasta,83,"['Wheat', 'Barley']",3,Average,75,6225,2022-08-13,2022-10-15,2022-11-11,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Biscuit,33,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,22,726,2021-04-28,2021-05-14,2021-07-27,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Ketchup,29,['Tomato'],4,Good,50,1450,2024-10-11,2025-01-04,2025-01-09,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Cookie,12,"['Barley', 'Sugar']",4,Good,105,1260,2021-01-01,2021-01-19,2021-04-01,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Khari,94,['Cumin'],5,Excellent,35,3290,2025-06-15,2025-09-08,2025-09-13,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Nepal,Toffee,93,['Sugar'],3,Average,15,1395,2024-03-09,2024-05-24,2024-06-07,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Ketchup,21,['Tomato'],3,Average,45,945,2020-08-11,2020-10-12,2020-11-09,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Biscuit,35,"['Wheat', 'Sugar', 'Barley']",5,Excellent,22,770,2025-02-16,2025-04-07,2025-05-17,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Pakistan,Ketchup,35,['Tomato'],1,Very Poor,55,1925,2022-12-24,2023-02-09,2023-03-24,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bhutan,Khari,61,['Cumin'],5,Excellent,45,2745,2022-05-28,2022-07-24,2022-08-26,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bhutan,Pie,12,['Sugar'],3,Average,55,660,2020-12-30,2021-01-29,2021-03-30,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Ketchup,78,['Tomato'],4,Good,60,4680,2022-12-18,2023-02-08,2023-03-18,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Nepal,Pie,81,['Sugar'],2,Poor,45,3645,2021-01-06,2021-03-26,2021-04-06,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Khari,91,['Cumin'],5,Excellent,25,2275,2021-07-16,2021-08-23,2021-10-14,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Banana Chips,72,['Banana'],0,No Feedback,25,1800,2020-01-25,2020-03-01,2020-04-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Biscuit,43,"['Wheat', 'Sugar', 'Barley']",2,Poor,25,1075,2024-10-08,2024-12-26,2025-01-06,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Biscuit,62,"['Wheat', 'Sugar', 'Barley']",5,Excellent,18,1116,2024-11-19,2024-12-06,2025-02-17,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Nepal,Ketchup,35,['Tomato'],4,Good,55,1925,2024-06-08,2024-07-29,2024-09-06,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Maggi,48,['Wheat'],4,Good,15,720,2021-07-02,2021-08-17,2021-09-30,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Pakistan,Pasta,24,"['Wheat', 'Barley']",0,No Feedback,75,1800,2022-06-10,2022-07-07,2022-09-08,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Pie,95,['Sugar'],2,Poor,25,2375,2021-12-23,2022-03-18,2022-03-23,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bhutan,Toffee,70,['Sugar'],1,Very Poor,15,1050,2025-02-18,2025-03-11,2025-05-19,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Pakistan,Khari,22,['Cumin'],4,Good,25,550,2023-03-04,2023-04-29,2023-06-02,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
India,Pie,67,['Sugar'],1,Very Poor,50,3350,2023-10-24,2023-12-28,2024-01-22,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Banana Chips,50,['Banana'],1,Very Poor,25,1250,2025-07-12,2025-08-28,2025-10-10,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Biscuit,92,"['Wheat', 'Sugar', 'Barley']",4,Good,20,1840,2020-02-28,2020-05-08,2020-05-28,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Banana Chips,20,['Banana'],2,Poor,25,500,2021-12-12,2022-01-04,2022-03-12,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pie,53,['Sugar'],0,No Feedback,30,1590,2020-05-03,2020-06-24,2020-08-01,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Biscuit,84,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,25,2100,2021-07-30,2021-09-19,2021-10-28,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pie,64,['Sugar'],5,Excellent,35,2240,2022-09-02,2022-10-10,2022-12-01,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Pasta,97,"['Wheat', 'Barley']",4,Good,75,7275,2024-07-13,2024-08-01,2024-10-11,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bangladesh,Pie,18,['Sugar'],2,Poor,30,540,2020-06-07,2020-07-28,2020-09-05,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Pakistan,Pasta,71,"['Wheat', 'Barley']",0,No Feedback,75,5325,2021-11-23,2021-12-14,2022-02-21,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Pasta,74,"['Wheat', 'Barley']",1,Very Poor,95,7030,2021-11-17,2022-01-22,2022-02-15,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Banana Chips,83,['Banana'],3,Average,25,2075,2021-10-14,2022-01-04,2022-01-12,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
India,Ketchup,41,['Tomato'],1,Very Poor,60,2460,2025-03-08,2025-03-19,2025-06-06,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Cookie,86,"['Barley', 'Sugar']",1,Very Poor,85,7310,2022-06-25,2022-07-18,2022-09-23,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pasta,86,"['Wheat', 'Barley']",0,No Feedback,100,8600,2023-01-25,2023-03-29,2023-04-25,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Pie,96,['Sugar'],0,No Feedback,50,4800,2022-08-26,2022-09-16,2022-11-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Khari,29,['Cumin'],5,Excellent,20,580,2024-09-08,2024-11-28,2024-12-07,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pasta,29,"['Wheat', 'Barley']",5,Excellent,95,2755,2023-01-17,2023-02-10,2023-04-17,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Pasta,27,"['Wheat', 'Barley']",2,Poor,75,2025,2023-11-05,2023-12-22,2024-02-03,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Khari,43,['Cumin'],2,Poor,20,860,2020-03-02,2020-04-03,2020-05-31,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Pie,31,['Sugar'],3,Average,30,930,2022-09-12,2022-11-20,2022-12-11,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Pie,31,['Sugar'],4,Good,55,1705,2020-01-19,2020-03-11,2020-04-18,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Khari,51,['Cumin'],2,Poor,35,1785,2023-11-02,2023-12-20,2024-01-31,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Cookie,47,"['Barley', 'Sugar']",4,Good,75,3525,2025-05-09,2025-05-22,2025-08-07,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bangladesh,Toffee,11,['Sugar'],4,Good,10,110,2022-07-18,2022-07-30,2022-10-16,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Nachos,38,['Maize'],3,Average,60,2280,2024-05-27,2024-06-23,2024-08-25,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Maggi,30,['Wheat'],3,Average,15,450,2023-09-11,2023-10-02,2023-12-10,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Cookie,54,"['Barley', 'Sugar']",5,Excellent,80,4320,2025-03-20,2025-03-30,2025-06-18,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Maggi,91,['Wheat'],1,Very Poor,25,2275,2023-08-21,2023-10-28,2023-11-19,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Khari,51,['Cumin'],1,Very Poor,35,1785,2023-12-02,2024-01-27,2024-03-01,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Nepal,Pasta,37,"['Wheat', 'Barley']",5,Excellent,100,3700,2023-08-29,2023-10-23,2023-11-27,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Khari,60,['Cumin'],5,Excellent,35,2100,2023-01-04,2023-02-13,2023-04-04,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Pasta,89,"['Wheat', 'Barley']",2,Poor,75,6675,2022-10-20,2022-12-09,2023-01-18,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Maggi,23,['Wheat'],1,Very Poor,25,575,2022-03-31,2022-05-05,2022-06-29,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bangladesh,Banana Chips,55,['Banana'],2,Poor,35,1925,2025-01-13,2025-02-23,2025-04-13,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Pakistan,Toffee,29,['Sugar'],4,Good,12,348,2025-01-26,2025-03-12,2025-04-26,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Cookie,82,"['Barley', 'Sugar']",2,Poor,85,6970,2021-02-16,2021-04-11,2021-05-17,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bhutan,Cookie,71,"['Barley', 'Sugar']",3,Average,105,7455,2023-02-14,2023-04-24,2023-05-15,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Maggi,24,['Wheat'],1,Very Poor,25,600,2021-10-29,2021-11-19,2022-01-27,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Nepal,Nachos,77,['Maize'],2,Poor,55,4235,2023-04-01,2023-04-18,2023-06-30,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Toffee,81,['Sugar'],3,Average,15,1215,2022-07-13,2022-07-25,2022-10-11,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
India,Toffee,96,['Sugar'],5,Excellent,20,1920,2020-12-29,2021-02-19,2021-03-29,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Maggi,18,['Wheat'],2,Poor,30,540,2024-06-04,2024-08-15,2024-09-02,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Pie,94,['Sugar'],1,Very Poor,55,5170,2022-08-17,2022-10-21,2022-11-15,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Nepal,Toffee,75,['Sugar'],2,Poor,15,1125,2021-10-20,2021-11-01,2022-01-18,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Maggi,48,['Wheat'],0,No Feedback,25,1200,2020-07-19,2020-08-02,2020-10-17,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Banana Chips,49,['Banana'],4,Good,40,1960,2023-12-21,2024-02-10,2024-03-20,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Cookie,15,"['Barley', 'Sugar']",5,Excellent,95,1425,2020-04-24,2020-07-17,2020-07-23,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
India,Biscuit,79,"['Wheat', 'Sugar', 'Barley']",2,Poor,20,1580,2022-07-08,2022-07-25,2022-10-06,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Cookie,12,"['Barley', 'Sugar']",0,No Feedback,75,900,2024-10-22,2024-12-26,2025-01-20,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Banana Chips,16,['Banana'],4,Good,35,560,2023-02-19,2023-04-05,2023-05-20,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Maggi,17,['Wheat'],5,Excellent,30,510,2024-11-04,2024-12-26,2025-02-02,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Pakistan,Cookie,88,"['Barley', 'Sugar']",2,Poor,75,6600,2021-12-06,2021-12-28,2022-03-06,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Nachos,12,['Maize'],0,No Feedback,75,900,2021-07-09,2021-09-24,2021-10-07,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Toffee,22,['Sugar'],0,No Feedback,12,264,2024-05-13,2024-06-17,2024-08-11,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Biscuit,67,"['Wheat', 'Sugar', 'Barley']",2,Poor,15,1005,2020-12-17,2021-02-04,2021-03-17,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Nachos,32,['Maize'],2,Poor,75,2400,2022-08-10,2022-09-23,2022-11-08,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Khari,40,['Cumin'],5,Excellent,20,800,2025-01-29,2025-02-26,2025-04-29,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Banana Chips,70,['Banana'],1,Very Poor,30,2100,2020-06-29,2020-08-01,2020-09-27,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bhutan,Pasta,25,"['Wheat', 'Barley']",3,Average,105,2625,2020-12-25,2021-02-04,2021-03-25,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Cookie,38,"['Barley', 'Sugar']",3,Average,95,3610,2020-03-09,2020-03-19,2020-06-07,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
India,Biscuit,88,"['Wheat', 'Sugar', 'Barley']",3,Average,20,1760,2022-10-09,2022-11-17,2023-01-07,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Khari,28,['Cumin'],3,Average,20,560,2020-06-20,2020-07-09,2020-09-18,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Pie,73,['Sugar'],4,Good,45,3285,2020-03-04,2020-05-05,2020-06-02,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bangladesh,Banana Chips,68,['Banana'],3,Average,35,2380,2023-10-18,2023-12-28,2024-01-16,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Nepal,Cookie,80,"['Barley', 'Sugar']",0,No Feedback,95,7600,2021-09-17,2021-10-03,2021-12-16,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Biscuit,50,"['Wheat', 'Sugar', 'Barley']",2,Poor,15,750,2021-08-24,2021-09-08,2021-11-22,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Biscuit,75,"['Wheat', 'Sugar', 'Barley']",4,Good,25,1875,2021-04-30,2021-06-24,2021-07-29,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Pasta,84,"['Wheat', 'Barley']",5,Excellent,120,10080,2020-02-03,2020-04-12,2020-05-03,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
India,Khari,79,['Cumin'],0,No Feedback,40,3160,2021-09-30,2021-12-19,2021-12-29,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Toffee,98,['Sugar'],5,Excellent,15,1470,2022-06-27,2022-07-18,2022-09-25,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Pakistan,Maggi,68,['Wheat'],2,Poor,15,1020,2022-03-09,2022-04-29,2022-06-07,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Biscuit,30,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,18,540,2020-07-01,2020-09-13,2020-09-29,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Ketchup,10,['Tomato'],0,No Feedback,60,600,2023-12-11,2024-02-03,2024-03-10,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Ketchup,28,['Tomato'],5,Excellent,65,1820,2021-02-09,2021-03-21,2021-05-10,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Ketchup,79,['Tomato'],0,No Feedback,45,3555,2022-09-18,2022-11-14,2022-12-17,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Maggi,79,['Wheat'],2,Poor,25,1975,2025-03-22,2025-04-20,2025-06-20,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Maggi,86,['Wheat'],1,Very Poor,25,2150,2024-11-19,2025-01-30,2025-02-17,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Nachos,74,['Maize'],3,Average,65,4810,2025-06-20,2025-07-20,2025-09-18,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Toffee,61,['Sugar'],3,Average,10,610,2023-09-15,2023-11-17,2023-12-14,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
India,Banana Chips,29,['Banana'],2,Poor,40,1160,2020-06-20,2020-07-23,2020-09-18,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Maggi,26,['Wheat'],5,Excellent,25,650,2024-11-27,2024-12-29,2025-02-25,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Sri-Lanka,Nachos,56,['Maize'],2,Poor,45,2520,2022-05-03,2022-06-06,2022-08-01,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Pie,50,['Sugar'],1,Very Poor,45,2250,2020-06-05,2020-07-08,2020-09-03,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Pakistan,Maggi,37,['Wheat'],3,Average,15,555,2020-12-15,2021-03-07,2021-03-15,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Maggi,59,['Wheat'],4,Good,15,885,2022-08-11,2022-11-01,2022-11-09,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Pasta,98,"['Wheat', 'Barley']",4,Good,105,10290,2022-06-13,2022-06-23,2022-09-11,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Biscuit,13,"['Wheat', 'Sugar', 'Barley']",2,Poor,22,286,2022-10-27,2023-01-20,2023-01-25,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Toffee,81,['Sugar'],3,Average,10,810,2024-01-09,2024-03-24,2024-04-08,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Banana Chips,42,['Banana'],3,Average,35,1470,2024-09-03,2024-10-25,2024-12-02,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Nepal,Ketchup,20,['Tomato'],1,Very Poor,55,1100,2025-01-03,2025-02-14,2025-04-03,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bangladesh,Ketchup,70,['Tomato'],4,Good,45,3150,2022-05-17,2022-07-18,2022-08-15,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Pie,82,['Sugar'],5,Excellent,45,3690,2021-10-19,2021-12-08,2022-01-17,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Pasta,12,"['Wheat', 'Barley']",3,Average,75,900,2022-02-12,2022-04-27,2022-05-13,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Maggi,40,['Wheat'],5,Excellent,30,1200,2025-03-21,2025-05-24,2025-06-19,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Cookie,10,"['Barley', 'Sugar']",0,No Feedback,80,800,2024-01-13,2024-01-31,2024-04-12,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
